location_id,X,Y,SOCc
15,-89.06365318,39.72149232,1.99
16,-89.06313486,39.72199715000001,2.12
17,-89.06290524,39.72132138,2.17
18,-89.06270603,39.72168292,2.4
19,-89.0617726,39.72229446999999,2.15
20,-89.06138811,39.722007780000006,2.33
22,-89.06133727,39.72131026,2.0
23,-89.06090468,39.72264501,2.18
24,-89.06086897,39.72245038,2.19
25,-89.06091775,39.72162318,2.07
26,-89.06024808,39.72331187000001,2.19
27,-89.0602587,39.72298086000001,1.94
28,-89.06025747,39.72229809000001,2.74
29,-89.05959865,39.72383081,2.38
30,-89.05967136,39.72365163999999,2.6
31,-89.05952588000001,39.72132018,2.18
32,-89.05931362,39.72230507,2.25
33,-89.05929973,39.72198783999999,2.25
34,-89.0589293,39.722663530000005,2.37
35,-89.05894196,39.72166094,2.06
36,-89.05846647,39.72430107999999,1.83
37,-89.05852765,39.72396736,1.77
38,-89.05852584,39.72365490999999,1.67
39,-89.05850867,39.723312230000005,1.8
40,-89.05852385,39.72298849,1.63
41,-89.05855679,39.72216105,1.84
42,-89.05822657,39.72248156999999,1.72
43,-89.05804675,39.72200739,1.83
44,-89.05763592,39.72416099,1.81
45,-89.05763886,39.7231394,2.04
46,-89.05752018,39.72231872,2.13
47,-89.05714442,39.72264121,2.01
48,-89.05661436,39.724300320000005,2.37
49,-89.0566583,39.72396461000001,1.95
50,-89.05657211,39.72369299,2.16
51,-89.05664003,39.72333632,1.84
52,-89.0566577,39.72295651000002,2.0
