location_id,X,Y,SOCc
1,-88.5865390997,39.8358358173,1.99
2,-88.5874373198,39.8358358173,2.29
3,-88.5883415998,39.8358358173,1.7
4,-88.5892449968,39.8358358173,1.89
5,-88.5901501198,39.8358358173,2.08
6,-88.5910340895,39.83583581730001,1.81
7,-88.5919301497,39.8358358173,2.21
8,-88.5928236373,39.8358358173,1.82
9,-88.5932873994,39.8360617091,2.02
10,-88.5923766607,39.8360617091,1.46
11,-88.5914832912,39.83606170910001,1.69
12,-88.5905873986,39.8360617091,1.72
13,-88.5896972134,39.8360617091,1.75
15,-88.5878875827,39.8360617091,1.79
16,-88.5869869711,39.8360617091,2.09
17,-88.5865390997,39.8362675705,1.66
18,-88.5874373198,39.836267570499984,1.82
19,-88.5883415998,39.8362675705,2.0
20,-88.5892449968,39.8362675705,1.62
22,-88.5910340895,39.83626757049999,1.53
23,-88.5919301497,39.836267570499984,1.92
24,-88.5928236373,39.8362675705,1.95
25,-88.5932873994,39.83651987879999,1.65
26,-88.5923766607,39.8365198788,2.12
27,-88.5914832912,39.8365198788,1.56
28,-88.5905873986,39.8365198788,1.68
29,-88.5896972134,39.83651987879999,1.78
30,-88.5887913179,39.8365198788,1.84
31,-88.5878875827,39.8365198788,1.93
32,-88.5883415998,39.83671407639999,1.7
33,-88.5892449968,39.83671407639999,1.55
34,-88.5901501198,39.8367140764,1.72
35,-88.5910340895,39.83671407639999,1.24
36,-88.5919301497,39.83671407639999,1.41
37,-88.5928236373,39.83671407639999,1.69
38,-88.5932873994,39.83693794559999,1.75
39,-88.5923766607,39.836937945600006,1.91
40,-88.5914832912,39.83693794559999,1.46
41,-88.5905873986,39.83693794559999,1.78
42,-88.5896972134,39.83693794559999,1.96
43,-88.5887913179,39.83693794559999,1.88
44,-88.5878875827,39.83693794559999,1.89
45,-88.5883415998,39.8371415465,1.57
46,-88.5892449968,39.83714154649999,1.71
47,-88.5901501198,39.8371415465,1.83
48,-88.5910340895,39.83714154649999,2.05
49,-88.5919301497,39.83714154649999,1.75
50,-88.5928236373,39.8371415465,1.67
51,-88.5932873994,39.8373763613,1.43
52,-88.5923766607,39.8373763613,1.72
3,-88.23384,39.7213987,1.7
4,-88.233821,39.7209258,1.89
5,-88.233836,39.7204054,2.08
6,-88.233855,39.719888100000006,1.81
7,-88.233825,39.7193666,2.21
9,-88.233847,39.71831770000001,2.02
10,-88.233864,39.71781349999999,1.46
11,-88.234241,39.717558200000006,1.69
12,-88.234223,39.7180681,1.72
13,-88.234206,39.71857239999999,1.75
14,-88.234206,39.719101,1.65
15,-88.234184,39.7196212,1.79
16,-88.234194,39.7201815,2.09
17,-88.234195,39.7206601,1.66
18,-88.234198,39.72117479999999,1.82
19,-88.234199,39.7216915,2.0
20,-88.23417700000002,39.7222237,1.62
21,-88.234584,39.7219335,1.72
22,-88.234543,39.7214014,1.53
23,-88.234542,39.7209228,1.92
24,-88.234556,39.72040249999999,1.95
25,-88.234575,39.71988509999999,1.65
26,-88.234545,39.71936360000001,2.12
27,-88.234568,39.7188434,1.56
28,-88.234567,39.7183148,1.68
29,-88.234585,39.7178105,1.78
30,-88.23496100000001,39.71755519999999,1.84
31,-88.234944,39.71806509999999,1.93
32,-88.234926,39.71856939999999,1.7
33,-88.234927,39.719098,1.55
34,-88.234904,39.719618200000006,1.72
35,-88.23491400000002,39.72017859999999,1.24
37,-88.234901,39.72117750000001,1.69
38,-88.23492,39.72168849999999,1.75
39,-88.234898,39.72222070000001,1.91
40,-88.235288,39.721912799999984,1.46
41,-88.235269,39.7214018,1.78
42,-88.235268,39.7209232,1.96
43,-88.235283,39.72040290000001,1.88
44,-88.235302,39.7198855,1.89
45,-88.235271,39.719364,1.57
46,-88.235294,39.7188438,1.71
47,-88.235293,39.71831519999999,1.83
48,-88.23531100000001,39.7178109,2.05
49,-88.235687,39.7175556,1.75
50,-88.23567,39.71806550000001,1.67
51,-88.235652,39.71856979999999,1.43
52,-88.23565300000001,39.71909840000001,1.72
1,-89.06433841,39.72430196,1.99
2,-89.06435812,39.72396708000001,2.29
3,-89.06436718,39.72378258,1.7
4,-89.0643353,39.72358718,1.89
5,-89.06432908,39.7232988,2.08
6,-89.06434896000002,39.72297948999999,1.81
7,-89.06435201,39.72265643999999,2.21
8,-89.06280794,39.72430446999999,1.82
9,-89.06278136,39.723676860000005,2.02
10,-89.06276196,39.72329566999999,1.46
11,-89.0623084,39.72414935999999,1.69
12,-89.06229034,39.72397482000001,1.72
13,-89.06170818,39.72381043,1.75
14,-89.06133925,39.72427397999999,1.65
15,-89.06365318,39.72149232,1.79
16,-89.06313486,39.72199715000001,2.09
17,-89.06290524,39.72132138,1.66
18,-89.06270603,39.72168292,1.82
19,-89.0617726,39.72229446999999,2.0
20,-89.06138811,39.722007780000006,1.62
21,-89.06135322,39.72145582,1.72
22,-89.06133727,39.72131026,1.53
23,-89.06090468,39.72264501,1.92
24,-89.06086897,39.72245038,1.95
25,-89.06091775,39.72162318,1.65
26,-89.06024808,39.72331187000001,2.12
27,-89.0602587,39.72298086000001,1.56
28,-89.06025747,39.72229809000001,1.68
29,-89.05959865,39.72383081,1.78
30,-89.05967136,39.72365163999999,1.84
31,-89.05952588000001,39.72132018,1.93
32,-89.05931362,39.72230507,1.7
33,-89.05929973,39.72198783999999,1.55
