location_id,X,Y,SOCc
45,-88.235271,39.719364,1.83
46,-88.235294,39.7188438,1.94
47,-88.235293,39.71831519999999,1.67
48,-88.23531100000001,39.7178109,1.6
49,-88.235687,39.7175556,1.66
50,-88.23567,39.71806550000001,1.7
51,-88.235652,39.71856979999999,1.72
52,-88.23565300000001,39.71909840000001,1.6
53,-88.23563,39.71961859999999,2.48
54,-88.235641,39.7201789,1.73
55,-88.235642,39.72065750000001,1.96
57,-88.235646,39.72168889999999,2.02
58,-88.236007,39.7213932,2.0
59,-88.235988,39.7209202,2.09
60,-88.23600300000001,39.72039989999998,2.04
61,-88.236022,39.7198825,1.97
62,-88.235992,39.719361,1.78
63,-88.236015,39.7188408,1.41
64,-88.236014,39.7183122,1.48
66,-88.236408,39.7175526,1.85
67,-88.23639000000001,39.7180625,1.72
68,-88.236373,39.7185668,2.03
69,-88.236374,39.71909539999999,1.84
70,-88.236351,39.71961559999998,1.9
71,-88.236361,39.720176,1.98
72,-88.236362,39.7206545,1.64
73,-88.236347,39.7211749,1.8
74,-88.236366,39.7216859,2.45
75,-88.23673,39.7214429,1.89
76,-88.236729,39.7209643,1.8
77,-88.236743,39.720444,2.05
78,-88.236762,39.7199266,1.81
79,-88.23673200000002,39.7194051,1.82
80,-88.236755,39.7188849,1.61
81,-88.236754,39.7183563,1.78
82,-88.236772,39.71785199999999,1.97
83,-88.237148,39.7175967,1.72
84,-88.237131,39.71810659999999,1.67
85,-88.237113,39.71861090000001,1.93
86,-88.237114,39.7191395,2.05
87,-88.237091,39.7196597,1.59
88,-88.237101,39.72022009999999,1.63
89,-88.237102,39.7206986,2.14
90,-88.237088,39.72121899999999,2.08
91,-88.237449,39.72096129999999,2.09
92,-88.237464,39.72044100000001,1.16
93,-88.237483,39.7199236,4.06
94,-88.237453,39.7194021,1.7
95,-88.237475,39.71888189999999,1.52
97,-88.237492,39.717849,1.74
98,-88.23792,39.7175849,2.16
99,-88.23790300000002,39.7180948,1.8
100,-88.237885,39.7185991,1.9
101,-88.237886,39.7191277,1.26
102,-88.237863,39.7196479,1.46
103,-88.237874,39.7202082,2.07
104,-88.237874,39.7206868,1.93
3,-89.06436718,39.72378258,2.63
4,-89.0643353,39.72358718,1.7
5,-89.06432908,39.7232988,2.04
6,-89.06434896000002,39.72297948999999,1.72
7,-89.06435201,39.72265643999999,1.86
9,-89.06278136,39.723676860000005,1.91
10,-89.06276196,39.72329566999999,1.97
11,-89.0623084,39.72414935999999,2.17
12,-89.06229034,39.72397482000001,2.04
13,-89.06170818,39.72381043,1.71
14,-89.06133925,39.72427397999999,1.99
15,-89.06365318,39.72149232,1.84
16,-89.06313486,39.72199715000001,1.95
17,-89.06290524,39.72132138,1.95
18,-89.06270603,39.72168292,1.59
19,-89.0617726,39.72229446999999,1.92
20,-89.06138811,39.722007780000006,1.97
21,-89.06135322,39.72145582,1.82
22,-89.06133727,39.72131026,1.95
23,-89.06090468,39.72264501,1.62
24,-89.06086897,39.72245038,1.78
25,-89.06091775,39.72162318,1.92
26,-89.06024808,39.72331187000001,2.16
27,-89.0602587,39.72298086000001,1.87
28,-89.06025747,39.72229809000001,2.01
29,-89.05959865,39.72383081,1.88
30,-89.05967136,39.72365163999999,2.0
31,-89.05952588000001,39.72132018,1.97
32,-89.05931362,39.72230507,1.73
33,-89.05929973,39.72198783999999,2.25
34,-89.0589293,39.722663530000005,1.9
35,-89.05894196,39.72166094,2.04
37,-89.05852765,39.72396736,1.77
38,-89.05852584,39.72365490999999,1.88
39,-89.05850867,39.723312230000005,2.02
40,-89.05852385,39.72298849,2.09
41,-89.05855679,39.72216105,1.67
42,-89.05822657,39.72248156999999,1.69
43,-89.05804675,39.72200739,1.85
44,-89.05763592,39.72416099,1.7
45,-89.05763886,39.7231394,1.83
46,-89.05752018,39.72231872,1.94
47,-89.05714442,39.72264121,1.67
48,-89.05661436,39.724300320000005,1.6
49,-89.0566583,39.72396461000001,1.66
50,-89.05657211,39.72369299,1.7
51,-89.05664003,39.72333632,1.72
52,-89.0566577,39.72295651000002,1.6
