location_id,X,Y,SOCc
RT-K12,-88.15559434,39.882667690000005,1.84
RT-K13,-88.1555923,39.88233426,1.74
RT-K14,-88.15559252,39.88199999,1.15
RT-K15,-88.15559092,39.88166678,1.13
RT-K16,-88.15558178000002,39.88133309,1.01
RT-K17,-88.15557895,39.88098195999999,1.1
RT-K18,-88.15557901,39.88064863999999,1.29
RT-K19,-88.15557733000001,39.88030898,1.07
RT-K2,-88.15560648,39.88599731,1.62
RT-K3,-88.15560476,39.88566587,2.42
RT-K4,-88.15560402,39.88533356,1.74
RT-K5,-88.15560175,39.88500153,1.16
RT-K6,-88.15559969,39.88466978,0.95
RT-K7,-88.15559841,39.88433762,1.32
RT-K8,-88.15559886,39.884003749999984,2.4
RT-K9,-88.15559749,39.88366975999999,1.91
RT-L1,-88.15602581000002,39.88634816999999,1.13
RT-L10,-88.15601828,39.88333928,1.24
RT-L11,-88.15601523,39.88300067000001,1.72
RT-L12,-88.15601555,39.88266557,1.14
RT-L13,-88.15601407,39.88233445,1.47
RT-L14,-88.15601353,39.88200131,1.23
RT-L15,-88.1560114,39.88166589,1.41
RT-L16,-88.15601218,39.88133494,1.36
RT-L17,-88.15601176,39.88097904,1.53
RT-L18,-88.15600698,39.880644630000006,1.42
RT-L19,-88.15600758,39.88031224000001,1.43
RT-L2,-88.15602631,39.88601291,1.73
RT-L3,-88.15602329,39.88568225,1.87
RT-L4,-88.15602283,39.88535063,1.05
RT-L5,-88.15602391,39.88501403,1.04
RT-L6,-88.15602164,39.88467754,1.55
RT-L7,-88.15602149,39.88434294,1.49
RT-L8,-88.15602018000001,39.884009939999984,1.19
RT-L9,-88.15601981,39.88367361,1.32
RT-M1,-88.15626611,39.88635527,1.05
RT-M10,-88.15625893,39.883348440000006,1.39
RT-M11,-88.15625474,39.88301681000001,1.55
RT-M12,-88.15625399,39.88268216,1.38
RT-M13,-88.15625333,39.88234914999999,1.3
RT-M14,-88.15625133,39.88201462,1.25
RT-M15,-88.15625062,39.88167829,1.69
RT-M16,-88.15624892,39.88134524000001,1.46
RT-M17,-88.15624931,39.88100213999999,1.44
RT-M18,-88.15624719,39.88065985,1.06
RT-M19,-88.15624553,39.88031920999999,1.45
RT-M2,-88.15626419,39.88601871000001,1.18
RT-M3,-88.15626378,39.88568535,1.11
RT-M4,-88.156263,39.88535355,1.06
RT-M5,-88.15626162,39.88501928000001,1.03
RT-M6,-88.15625954,39.88468570999999,1.21
RT-M7,-88.15626129,39.88435165,1.33
RT-M8,-88.15625797,39.88401706999999,1.28
RT-M9,-88.15625655,39.88368422999999,1.41
